"order","JCS","Joincount","Expected","Variance","z.value","pvalue"
"First","No Core:No Core",22.6321428571429,22.1320754716981,0.56786716802344,0.663598125516191,0.253473778675605
"First","Core:Core",8.16011904761905,6.63207547169811,0.485115282853286,2.19388198045513,0.0141219475751536
"First","Core:No Core",22.7077380952381,24.7358490566038,1.82567625843512,-1.50099701417801,0.933321833078082
"Second","No Core:No Core",21.6414661727162,22.1320754716981,0.498697824627925,-0.694731576578607,0.756388232286543
"Second","Core:Core",7.10853590853591,6.63207547169811,0.335204188502445,0.822947492429973,0.205268926762321
"Second","Core:No Core",24.7499979187479,24.7358490566038,1.11403525873914,0.0134051613909719,0.494652274508926
